Simulation Name,PID,eventName,eventDateTime,isPartOfCompromise,order,scenario,infoRequested,emailSubject,MANIPULATION,Group,country,age_bin,read,EventDate,EventTime,EventDay,EventTimeBin,EventHour,EventTimeBin_OneHour
EWeek 1 - B01 - S  ,13,SuccessfullyDeliveredEmail,2024-09-04 01:11:27,False,1,B01,S,RESUME: Update Needed,PC * MS,C,US United States,25 - 34,5,2024-09-04,01:11:27,Wednesday,Night,01,01:00–01:59
EWeek 1 - B01 - S  ,17,SuccessfullyDeliveredEmail,2024-09-04 01:11:27,False,1,B01,S,RESUME: Update Needed,PC * MS,C,US United States,18 - 24,5,2024-09-04,01:11:27,Wednesday,Night,01,01:00–01:59
NWeek 4 - B01 - S  ,18,MessageDeleted,2024-04-10 17:18:00,False,4,B01,S,RESUME: Update Needed,PC * MS,B,TZ Tanzania,45 - 54,4,2024-04-10,17:18:00,Wednesday,Evening,17,17:00–17:59
NWeek 4 - B01 - S  ,19,MessageRead,2024-04-09 16:40:00,False,4,B01,S,RESUME: Update Needed,PC * MS,B,TZ Tanzania,18 - 24,4,2024-04-09,16:40:00,Tuesday,Afternoon,16,16:00–16:59
NWeek 4 - B01 - S  ,19,MessageDeleted,2024-04-09 16:40:00,False,4,B01,S,RESUME: Update Needed,PC * MS,B,TZ Tanzania,18 - 24,4,2024-04-09,16:40:00,Tuesday,Afternoon,16,16:00–16:59
NWeek 4 - B01 - S  ,19,SuccessfullyDeliveredEmail,2024-04-09 05:01:00,False,4,B01,S,RESUME: Update Needed,PC * MS,B,TZ Tanzania,18 - 24,4,2024-04-09,05:01:00,Tuesday,Morning,05,05:00–05:59
NWeek 4 - B01 - S  ,18,SuccessfullyDeliveredEmail,2024-04-08 13:01:00,False,4,B01,S,RESUME: Update Needed,PC * MS,B,TZ Tanzania,45 - 54,4,2024-04-08,13:01:00,Monday,Afternoon,13,13:00–13:59
NWeek 3 - B01 - S ,20,SuccessfullyDeliveredEmail,2024-04-03 16:01:00,False,3,B01,S,RESUME: Update Needed,PC * MS,B,KE Kenya,18 - 24,4,2024-04-03,16:01:00,Wednesday,Afternoon,16,16:00–16:59
NWeek 3 - B01 - S ,21,SuccessfullyDeliveredEmail,2024-04-03 16:01:00,False,3,B01,S,RESUME: Update Needed,PC * MS,B,CG Democratic Republic of Congo,45 - 54,4,2024-04-03,16:01:00,Wednesday,Afternoon,16,16:00–16:59
NWeek 3 - B01 - S ,22,SuccessfullyDeliveredEmail,2024-04-03 16:01:00,False,3,B01,S,RESUME: Update Needed,PC * MS,B,KE Kenya,25 - 34,4,2024-04-03,16:01:00,Wednesday,Afternoon,16,16:00–16:59
NWeek 3 - B01 - S ,23,SuccessfullyDeliveredEmail,2024-04-03 13:01:00,False,3,B01,S,RESUME: Update Needed,PC * MS,B,KE Kenya,18 - 24,4,2024-04-03,13:01:00,Wednesday,Afternoon,13,13:00–13:59
NWeek 3 - B01 - S ,24,MessageRead,2024-04-02 22:13:00,False,3,B01,S,RESUME: Update Needed,PC * MS,B,KE Kenya,18 - 24,4,2024-04-02,22:13:00,Tuesday,Night,22,22:00–22:59
NWeek 3 - B01 - S ,24,SuccessfullyDeliveredEmail,2024-04-02 22:01:00,False,3,B01,S,RESUME: Update Needed,PC * MS,B,KE Kenya,18 - 24,4,2024-04-02,22:01:00,Tuesday,Night,22,22:00–22:59
NWeek 3 - B01 - S ,25,SuccessfullyDeliveredEmail,2024-04-02 22:01:00,False,3,B01,S,RESUME: Update Needed,PC * MS,B,TZ Tanzania,25 - 34,4,2024-04-02,22:01:00,Tuesday,Night,22,22:00–22:59
NWeek 2 - B01 - S,26,SuccessfullyDeliveredEmail,2024-03-28 07:00:00,False,2,B01,S,RESUME: Update Needed,PC * MS,B,KE Kenya,18 - 24,4,2024-03-28,07:00:00,Thursday,Morning,07,07:00–07:59
NWeek 2 - B01 - S,27,MessageDeleted,2024-03-28 02:02:00,False,2,B01,S,RESUME: Update Needed,PC * MS,B,TZ Tanzania,18 - 24,4,2024-03-28,02:02:00,Thursday,Night,02,02:00–02:59
NWeek 2 - B01 - S,27,SuccessfullyDeliveredEmail,2024-03-28 02:01:00,False,2,B01,S,RESUME: Update Needed,PC * MS,B,TZ Tanzania,18 - 24,4,2024-03-28,02:01:00,Thursday,Night,02,02:00–02:59
NWeek 2 - B01 - S,27,MessageRead,2024-03-28 02:01:00,False,2,B01,S,RESUME: Update Needed,PC * MS,B,TZ Tanzania,18 - 24,4,2024-03-28,02:01:00,Thursday,Night,02,02:00–02:59
NWeek 2 - B01 - S,28,SuccessfullyDeliveredEmail,2024-03-27 16:01:00,False,2,B01,S,RESUME: Update Needed,PC * MS,B,CG Democratic Republic of Congo,18 - 24,4,2024-03-27,16:01:00,Wednesday,Afternoon,16,16:00–16:59
NWeek 2 - B01 - S,28,MessageRead,2024-03-27 16:01:00,False,2,B01,S,RESUME: Update Needed,PC * MS,B,CG Democratic Republic of Congo,18 - 24,4,2024-03-27,16:01:00,Wednesday,Afternoon,16,16:00–16:59
NWeek 1 - B01 - S,29,MessageRead,2024-03-22 00:22:00,False,1,B01,S,RESUME: Update Needed,PC * MS,B,BY Burundi,18 - 24,4,2024-03-22,00:22:00,Friday,Night,00,00:00–00:59
NWeek 1 - B01 - S,29,SuccessfullyDeliveredEmail,2024-03-21 21:01:00,False,1,B01,S,RESUME: Update Needed,PC * MS,B,BY Burundi,18 - 24,4,2024-03-21,21:01:00,Thursday,Night,21,21:00–21:59
EWeek 4 - B02 - A,30,MessageRead,2024-09-29 08:03:45,False,4,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,45 - 54,5,2024-09-29,08:03:45,Sunday,Morning,08,08:00–08:59
EWeek 4 - B02 - A,30,MessageDeleted,2024-09-29 08:03:44,False,4,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,45 - 54,5,2024-09-29,08:03:44,Sunday,Morning,08,08:00–08:59
EWeek 4 - B02 - A,31,MessageRead,2024-09-23 11:50:02,False,4,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,25 - 34,5,2024-09-23,11:50:02,Monday,Morning,11,11:00–11:59
EWeek 4 - B02 - A,32,ReportedEmail,2024-09-23 10:46:57,False,4,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-23,10:46:57,Monday,Morning,10,10:00–10:59
EWeek 4 - B02 - A,32,MessageRead,2024-09-23 10:46:56,False,4,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-23,10:46:56,Monday,Morning,10,10:00–10:59
EWeek 4 - B02 - A,32,MessageDeleted,2024-09-23 10:46:56,False,4,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-23,10:46:56,Monday,Morning,10,10:00–10:59
EWeek 4 - B02 - A,32,SuccessfullyDeliveredEmail,2024-09-23 10:38:14,False,4,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-23,10:38:14,Monday,Morning,10,10:00–10:59
EWeek 4 - B02 - A,33,SuccessfullyDeliveredEmail,2024-09-23 10:38:14,False,4,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-23,10:38:14,Monday,Morning,10,10:00–10:59
EWeek 4 - B02 - A,30,SuccessfullyDeliveredEmail,2024-09-23 10:38:14,False,4,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,45 - 54,5,2024-09-23,10:38:14,Monday,Morning,10,10:00–10:59
EWeek 4 - B02 - A,31,SuccessfullyDeliveredEmail,2024-09-23 10:38:14,False,4,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,25 - 34,5,2024-09-23,10:38:14,Monday,Morning,10,10:00–10:59
EWeek 4 - B02 - A,33,MessageDeleted,2024-09-23 01:29:04,False,4,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-23,01:29:04,Monday,Night,01,01:00–01:59
EWeek 4 - B02 - A,33,MessageRead,2024-09-23 01:28:53,False,4,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-23,01:28:53,Monday,Night,01,01:00–01:59
EWeek 3 - B02 - A  ,34,MessageRead,2024-09-17 04:46:37,False,3,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-17,04:46:37,Tuesday,Night,04,04:00–04:59
EWeek 3 - B02 - A  ,35,MessageDeleted,2024-09-17 03:26:08,False,3,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,25 - 34,5,2024-09-17,03:26:08,Tuesday,Night,03,03:00–03:59
EWeek 3 - B02 - A  ,35,MessageRead,2024-09-17 03:25:37,False,3,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,25 - 34,5,2024-09-17,03:25:37,Tuesday,Night,03,03:00–03:59
EWeek 3 - B02 - A  ,36,MessageRead,2024-09-17 03:19:07,False,3,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-17,03:19:07,Tuesday,Night,03,03:00–03:59
EWeek 3 - B02 - A  ,35,SuccessfullyDeliveredEmail,2024-09-17 03:14:37,False,3,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,25 - 34,5,2024-09-17,03:14:37,Tuesday,Night,03,03:00–03:59
EWeek 3 - B02 - A  ,37,SuccessfullyDeliveredEmail,2024-09-17 03:14:37,False,3,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,65 - 74,5,2024-09-17,03:14:37,Tuesday,Night,03,03:00–03:59
EWeek 3 - B02 - A  ,34,SuccessfullyDeliveredEmail,2024-09-17 03:14:37,False,3,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-17,03:14:37,Tuesday,Night,03,03:00–03:59
EWeek 3 - B02 - A  ,36,SuccessfullyDeliveredEmail,2024-09-17 03:14:37,False,3,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-17,03:14:37,Tuesday,Night,03,03:00–03:59
EWeek 2 - B02 - A  ,38,MessageDeleted,2024-09-12 09:25:27,False,2,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-12,09:25:27,Thursday,Morning,09,09:00–09:59
EWeek 2 - B02 - A  ,38,MessageRead,2024-09-12 09:25:25,False,2,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-12,09:25:25,Thursday,Morning,09,09:00–09:59
EWeek 2 - B02 - A  ,38,SuccessfullyDeliveredEmail,2024-09-12 09:12:08,False,2,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-12,09:12:08,Thursday,Morning,09,09:00–09:59
EWeek 2 - B02 - A  ,39,SuccessfullyDeliveredEmail,2024-09-12 09:12:03,False,2,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-12,09:12:03,Thursday,Morning,09,09:00–09:59
EWeek 2 - B02 - A  ,40,SuccessfullyDeliveredEmail,2024-09-12 09:12:02,False,2,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,35 - 44,5,2024-09-12,09:12:02,Thursday,Morning,09,09:00–09:59
EWeek 2 - B02 - A  ,41,SuccessfullyDeliveredEmail,2024-09-12 09:12:00,False,2,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-12,09:12:00,Thursday,Morning,09,09:00–09:59
EWeek 2 - B02 - A  ,39,MessageRead,2024-09-12 04:01:56,False,2,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-12,04:01:56,Thursday,Night,04,04:00–04:59
EWeek 1 - B02 - A  ,42,MessageDeleted,2024-09-05 10:42:28,False,1,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-05,10:42:28,Thursday,Morning,10,10:00–10:59
EWeek 1 - B02 - A  ,42,MessageRead,2024-09-05 10:41:24,False,1,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-05,10:41:24,Thursday,Morning,10,10:00–10:59
EWeek 1 - B02 - A  ,43,MessageRead,2024-09-04 03:26:16,False,1,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,25 - 34,5,2024-09-04,03:26:16,Wednesday,Night,03,03:00–03:59
EWeek 1 - B02 - A  ,43,MessageDeleted,2024-09-04 03:26:16,False,1,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,25 - 34,5,2024-09-04,03:26:16,Wednesday,Night,03,03:00–03:59
EWeek 1 - B02 - A  ,44,MessageRead,2024-09-04 01:13:03,False,1,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-04,01:13:03,Wednesday,Night,01,01:00–01:59
EWeek 1 - B02 - A  ,45,SuccessfullyDeliveredEmail,2024-09-04 01:12:33,False,1,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-04,01:12:33,Wednesday,Night,01,01:00–01:59
EWeek 1 - B02 - A  ,43,SuccessfullyDeliveredEmail,2024-09-04 01:12:33,False,1,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,25 - 34,5,2024-09-04,01:12:33,Wednesday,Night,01,01:00–01:59
EWeek 1 - B02 - A  ,44,SuccessfullyDeliveredEmail,2024-09-04 01:12:32,False,1,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-04,01:12:32,Wednesday,Night,01,01:00–01:59
EWeek 1 - B02 - A  ,42,SuccessfullyDeliveredEmail,2024-09-04 01:12:32,False,1,B02,A,ACT NOW: Job Application,PC * MS,C,US United States,18 - 24,5,2024-09-04,01:12:32,Wednesday,Night,01,01:00–01:59
NWeek 4 - B02 - A   ,46,SuccessfullyDeliveredEmail,2024-04-09 08:01:00,False,4,B02,A,ACT NOW: Job Application,PC * MS,B,KE Kenya,18 - 24,4,2024-04-09,08:01:00,Tuesday,Morning,08,08:00–08:59
NWeek 4 - B02 - A   ,47,SuccessfullyDeliveredEmail,2024-04-09 08:01:00,False,4,B02,A,ACT NOW: Job Application,PC * MS,B,KE Kenya,25 - 34,4,2024-04-09,08:01:00,Tuesday,Morning,08,08:00–08:59
NWeek 3 - B02 - A  ,48,SuccessfullyDeliveredEmail,2024-04-02 22:01:00,False,3,B02,A,ACT NOW: Job Application,PC * MS,B,TZ Tanzania,25 - 34,4,2024-04-02,22:01:00,Tuesday,Night,22,22:00–22:59
NWeek 2 - B02 - A ,49,SuccessfullyDeliveredEmail,2024-03-28 10:01:00,False,2,B02,A,ACT NOW: Job Application,PC * MS,B,KE Kenya,25 - 34,4,2024-03-28,10:01:00,Thursday,Morning,10,10:00–10:59
NWeek 2 - B02 - A ,50,MessageRead,2024-03-27 16:02:00,False,2,B02,A,ACT NOW: Job Application,PC * MS,B,KE Kenya,25 - 34,4,2024-03-27,16:02:00,Wednesday,Afternoon,16,16:00–16:59
NWeek 2 - B02 - A ,50,SuccessfullyDeliveredEmail,2024-03-27 16:01:00,False,2,B02,A,ACT NOW: Job Application,PC * MS,B,KE Kenya,25 - 34,4,2024-03-27,16:01:00,Wednesday,Afternoon,16,16:00–16:59
NWeek 1 - B02 - A,51,MessageDeleted,2024-03-22 13:53:00,False,1,B02,A,ACT NOW: Job Application,PC * MS,B,RW Rwanda,18 - 24,4,2024-03-22,13:53:00,Friday,Afternoon,13,13:00–13:59
NWeek 1 - B02 - A,51,MessageRead,2024-03-22 13:53:00,False,1,B02,A,ACT NOW: Job Application,PC * MS,B,RW Rwanda,18 - 24,4,2024-03-22,13:53:00,Friday,Afternoon,13,13:00–13:59
NWeek 1 - B02 - A,52,SuccessfullyDeliveredEmail,2024-03-21 21:00:00,False,1,B02,A,ACT NOW: Job Application,PC * MS,B,RW Rwanda,18 - 24,4,2024-03-21,21:00:00,Thursday,Night,21,21:00–21:59
NWeek 1 - B02 - A,53,SuccessfullyDeliveredEmail,2024-03-21 21:00:00,False,1,B02,A,ACT NOW: Job Application,PC * MS,B,KE Kenya,18 - 24,4,2024-03-21,21:00:00,Thursday,Night,21,21:00–21:59
NWeek 1 - B02 - A,51,SuccessfullyDeliveredEmail,2024-03-21 21:00:00,False,1,B02,A,ACT NOW: Job Application,PC * MS,B,RW Rwanda,18 - 24,4,2024-03-21,21:00:00,Thursday,Night,21,21:00–21:59
NWeek 1 - B02 - A,54,SuccessfullyDeliveredEmail,2024-03-21 21:00:00,False,1,B02,A,ACT NOW: Job Application,PC * MS,B,CG Democratic Republic of Congo,18 - 24,4,2024-03-21,21:00:00,Thursday,Night,21,21:00–21:59
NWeek 1 - B02 - A,55,SuccessfullyDeliveredEmail,2024-03-21 21:00:00,False,1,B02,A,ACT NOW: Job Application,PC * MS,B,UG Uganda,18 - 24,4,2024-03-21,21:00:00,Thursday,Night,21,21:00–21:59
NWeek 1 - B02 - A,56,SuccessfullyDeliveredEmail,2024-03-21 21:00:00,False,1,B02,A,ACT NOW: Job Application,PC * MS,B,KE Kenya,18 - 24,4,2024-03-21,21:00:00,Thursday,Night,21,21:00–21:59
EWeek 4 - B03 - A,57,MessageRead,2024-09-23 11:10:30,False,4,B03,A,OVERTIME BONUS,PC * MS,C,US United States,25 - 34,5,2024-09-23,11:10:30,Monday,Morning,11,11:00–11:59
EWeek 4 - B03 - A,58,MessageDeleted,2024-09-23 10:27:05,False,4,B03,A,OVERTIME BONUS,PC * MS,C,US United States,18 - 24,5,2024-09-23,10:27:05,Monday,Morning,10,10:00–10:59
EWeek 4 - B03 - A,58,MessageRead,2024-09-23 10:26:59,False,4,B03,A,OVERTIME BONUS,PC * MS,C,US United States,18 - 24,5,2024-09-23,10:26:59,Monday,Morning,10,10:00–10:59
EWeek 4 - B03 - A,59,SuccessfullyDeliveredEmail,2024-09-23 10:25:50,False,4,B03,A,OVERTIME BONUS,PC * MS,C,US United States,35 - 44,5,2024-09-23,10:25:50,Monday,Morning,10,10:00–10:59
EWeek 4 - B03 - A,57,SuccessfullyDeliveredEmail,2024-09-23 10:25:49,False,4,B03,A,OVERTIME BONUS,PC * MS,C,US United States,25 - 34,5,2024-09-23,10:25:49,Monday,Morning,10,10:00–10:59
EWeek 4 - B03 - A,58,SuccessfullyDeliveredEmail,2024-09-23 10:25:49,False,4,B03,A,OVERTIME BONUS,PC * MS,C,US United States,18 - 24,5,2024-09-23,10:25:49,Monday,Morning,10,10:00–10:59
EWeek 4 - B03 - A,60,SuccessfullyDeliveredEmail,2024-09-23 10:25:49,False,4,B03,A,OVERTIME BONUS,PC * MS,C,US United States,35 - 44,5,2024-09-23,10:25:49,Monday,Morning,10,10:00–10:59
EWeek 4 - B03 - A,60,MessageDeleted,2024-09-23 04:53:30,False,4,B03,A,OVERTIME BONUS,PC * MS,C,US United States,35 - 44,5,2024-09-23,04:53:30,Monday,Night,04,04:00–04:59
EWeek 3 - B03 - A  ,61,MessageDeleted,2024-09-17 09:22:37,False,3,B03,A,OVERTIME BONUS,PC * MS,C,US United States,18 - 24,5,2024-09-17,09:22:37,Tuesday,Morning,09,09:00–09:59
EWeek 3 - B03 - A  ,62,MessageDeleted,2024-09-17 06:41:47,False,3,B03,A,OVERTIME BONUS,PC * MS,C,US United States,55 - 64,5,2024-09-17,06:41:47,Tuesday,Morning,06,06:00–06:59
EWeek 3 - B03 - A  ,62,MessageReplied,2024-09-17 06:41:06,False,3,B03,A,OVERTIME BONUS,PC * MS,C,US United States,55 - 64,5,2024-09-17,06:41:06,Tuesday,Morning,06,06:00–06:59
EWeek 3 - B03 - A  ,62,EmailLinkClicked,2024-09-17 05:13:08,False,3,B03,A,OVERTIME BONUS,PC * MS,C,US United States,55 - 64,5,2024-09-17,05:13:08,Tuesday,Morning,05,05:00–05:59
EWeek 3 - B03 - A  ,62,MessageRead,2024-09-17 05:13:08,False,3,B03,A,OVERTIME BONUS,PC * MS,C,US United States,55 - 64,5,2024-09-17,05:13:08,Tuesday,Morning,05,05:00–05:59
EWeek 3 - B03 - A  ,61,MessageRead,2024-09-17 04:38:00,False,3,B03,A,OVERTIME BONUS,PC * MS,C,US United States,18 - 24,5,2024-09-17,04:38:00,Tuesday,Night,04,04:00–04:59
EWeek 3 - B03 - A  ,63,SuccessfullyDeliveredEmail,2024-09-17 03:13:45,False,3,B03,A,OVERTIME BONUS,PC * MS,C,US United States,18 - 24,5,2024-09-17,03:13:45,Tuesday,Night,03,03:00–03:59
EWeek 3 - B03 - A  ,62,SuccessfullyDeliveredEmail,2024-09-17 03:13:45,False,3,B03,A,OVERTIME BONUS,PC * MS,C,US United States,55 - 64,5,2024-09-17,03:13:45,Tuesday,Night,03,03:00–03:59
EWeek 3 - B03 - A  ,64,SuccessfullyDeliveredEmail,2024-09-17 03:13:45,False,3,B03,A,OVERTIME BONUS,PC * MS,C,US United States,45 - 54,5,2024-09-17,03:13:45,Tuesday,Night,03,03:00–03:59
EWeek 3 - B03 - A  ,61,SuccessfullyDeliveredEmail,2024-09-17 03:13:44,False,3,B03,A,OVERTIME BONUS,PC * MS,C,US United States,18 - 24,5,2024-09-17,03:13:44,Tuesday,Night,03,03:00–03:59
EWeek 2 - B03 - A  ,65,MessageRead,2024-09-12 10:05:04,False,2,B03,A,OVERTIME BONUS,PC * MS,C,US United States,18 - 24,5,2024-09-12,10:05:04,Thursday,Morning,10,10:00–10:59
